img1,img2,same
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_1/103117.jpg,../../data/train_2/2868.jpg,1
../../data/train_1/18538.jpg,../../data/train_2/23016.jpg,1
../../data/train_1/10645.jpg,../../data/train_1/16457.jpg,1
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_1/17495.jpg,../../data/train_2/23611.jpg,1
../../data/train_1/14901.jpg,../../data/train_1/101697.jpg,1
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_1/19067.jpg,../../data/train_2/26946.jpg,1
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/29296.jpg,../../data/train_2/20533.jpg,1
../../data/train_1/10700.jpg,../../data/train_1/10609.jpg,1
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/28983.jpg,../../data/train_1/15333.jpg,1
../../data/train_1/100195.jpg,../../data/train_2/21553.jpg,1
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/25918.jpg,../../data/train_2/21983.jpg,1
../../data/train_2/23602.jpg,../../data/train_2/21566.jpg,1
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_1/14764.jpg,../../data/train_2/23366.jpg,1
../../data/train_2/20050.jpg,../../data/train_1/13537.jpg,1
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_1/18538.jpg,../../data/train_2/23016.jpg,1
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_1/16087.jpg,../../data/train_2/2335.jpg,1
../../data/train_1/11707.jpg,../../data/train_2/29773.jpg,1
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/28687.jpg,../../data/train_2/29182.jpg,1
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_1/100881.jpg,../../data/train_2/22617.jpg,1
../../data/train_1/101008.jpg,../../data/train_2/22920.jpg,1
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_1/18585.jpg,../../data/train_2/24292.jpg,1
../../data/train_2/28126.jpg,../../data/train_2/27390.jpg,1
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_1/101974.jpg,../../data/train_1/18425.jpg,1
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/22747.jpg,../../data/train_2/27834.jpg,1
../../data/train_1/103087.jpg,../../data/train_2/24641.jpg,1
../../data/train_1/1399.jpg,../../data/train_2/28845.jpg,1
../../data/train_2/20336.jpg,../../data/train_1/12090.jpg,1
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/21487.jpg,../../data/train_1/14515.jpg,1
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/26557.jpg,../../data/train_2/24272.jpg,1
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_1/11802.jpg,../../data/train_1/102066.jpg,1
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/24228.jpg,../../data/train_1/13292.jpg,1
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/22933.jpg,../../data/train_1/110.jpg,1
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_1/14070.jpg,../../data/train_1/14813.jpg,1
../../data/train_2/25932.jpg,../../data/train_1/101702.jpg,1
../../data/train_1/10624.jpg,../../data/train_1/19328.jpg,1
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_1/19559.jpg,../../data/train_2/24568.jpg,1
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_1/101415.jpg,../../data/train_1/17488.jpg,1
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_1/13186.jpg,../../data/train_2/21304.jpg,1
../../data/train_2/22602.jpg,../../data/train_1/103043.jpg,1
../../data/train_2/2646.jpg,../../data/train_2/27173.jpg,1
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_1/15928.jpg,../../data/train_2/27787.jpg,1
../../data/train_2/22126.jpg,../../data/train_2/22406.jpg,1
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_1/13690.jpg,../../data/train_1/11400.jpg,1
../../data/train_1/101033.jpg,../../data/train_1/11805.jpg,1
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/22082.jpg,../../data/train_1/16584.jpg,1
../../data/train_2/27804.jpg,../../data/train_1/17755.jpg,1
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_1/18529.jpg,../../data/train_1/13427.jpg,1
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/21821.jpg,../../data/train_1/17119.jpg,1
../../data/train_1/102071.jpg,../../data/train_2/23227.jpg,1
../../data/train_1/1218.jpg,../../data/train_2/22639.jpg,1
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/24844.jpg,../../data/train_2/20684.jpg,1
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/28900.jpg,../../data/train_1/11803.jpg,1
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_1/102814.jpg,../../data/train_1/19777.jpg,1
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/29101.jpg,../../data/train_1/101537.jpg,1
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_1/17495.jpg,../../data/train_2/23611.jpg,1
../../data/train_2/20673.jpg,../../data/train_2/28176.jpg,1
../../data/train_1/17171.jpg,../../data/train_1/17993.jpg,1
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/22301.jpg,../../data/train_1/101417.jpg,1
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_1/100100.jpg,../../data/train_1/10254.jpg,1
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/21218.jpg,../../data/train_2/27974.jpg,1
../../data/train_1/100649.jpg,../../data/train_1/17083.jpg,1
../../data/train_2/27082.jpg,../../data/train_1/15727.jpg,1
../../data/train_2/25520.jpg,../../data/train_1/15093.jpg,1
../../data/train_1/101323.jpg,../../data/train_1/16726.jpg,1
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_1/19396.jpg,../../data/train_2/21184.jpg,1
../../data/train_1/1980.jpg,../../data/train_2/25878.jpg,1
../../data/train_2/25710.jpg,../../data/train_1/1288.jpg,1
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_1/16094.jpg,../../data/train_2/25264.jpg,1
../../data/train_1/18871.jpg,../../data/train_2/25037.jpg,1
../../data/train_2/23602.jpg,../../data/train_2/21566.jpg,1
../../data/train_1/10700.jpg,../../data/train_1/10609.jpg,1
../../data/train_2/21339.jpg,../../data/train_2/24882.jpg,1
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/26685.jpg,../../data/train_2/24650.jpg,1
../../data/train_2/27815.jpg,../../data/train_2/20189.jpg,1
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/22126.jpg,../../data/train_2/22406.jpg,1
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_1/18227.jpg,../../data/train_2/24336.jpg,1
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_1/10941.jpg,../../data/train_2/25755.jpg,1
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_1/15989.jpg,../../data/train_2/27538.jpg,1
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_1/100731.jpg,../../data/train_1/19428.jpg,1
../../data/train_1/1763.jpg,../../data/train_1/19055.jpg,1
../../data/train_1/1718.jpg,../../data/train_2/28603.jpg,1
../../data/train_1/10913.jpg,../../data/train_2/20746.jpg,1
../../data/train_2/2362.jpg,../../data/train_2/29760.jpg,1
../../data/train_1/1453.jpg,../../data/train_1/17388.jpg,1
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/21872.jpg,../../data/train_2/28423.jpg,1
../../data/train_1/101234.jpg,../../data/train_2/28884.jpg,1
../../data/train_2/23235.jpg,../../data/train_1/11713.jpg,1
../../data/train_2/28079.jpg,../../data/train_2/2951.jpg,1
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_1/102627.jpg,../../data/train_1/100566.jpg,1
../../data/train_2/24863.jpg,../../data/train_2/27165.jpg,1
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_1/13093.jpg,../../data/train_1/15930.jpg,1
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_1/1844.jpg,../../data/train_2/25472.jpg,1
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/29455.jpg,../../data/train_1/1127.jpg,1
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/2729.jpg,../../data/train_2/2446.jpg,1
../../data/train_2/24518.jpg,../../data/train_2/23641.jpg,1
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_1/1592.jpg,../../data/train_1/17549.jpg,1
../../data/train_1/14826.jpg,../../data/train_2/26206.jpg,1
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_1/11892.jpg,../../data/train_1/100956.jpg,1
../../data/train_2/2376.jpg,../../data/train_1/1939.jpg,1
../../data/train_1/11418.jpg,../../data/train_1/14488.jpg,1
../../data/train_1/11969.jpg,../../data/train_2/201.jpg,1
../../data/train_1/17071.jpg,../../data/train_1/17712.jpg,1
../../data/train_1/12645.jpg,../../data/train_2/22835.jpg,1
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_1/19923.jpg,../../data/train_1/15963.jpg,1
../../data/train_1/16256.jpg,../../data/train_1/13115.jpg,1
../../data/train_1/13989.jpg,../../data/train_2/25378.jpg,1
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_1/14152.jpg,../../data/train_1/10311.jpg,1
../../data/train_1/16233.jpg,../../data/train_2/28403.jpg,1
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_1/11004.jpg,../../data/train_1/101832.jpg,1
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_1/16138.jpg,../../data/train_2/29646.jpg,1
../../data/train_2/26415.jpg,../../data/train_2/29586.jpg,1
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/21056.jpg,../../data/train_1/13239.jpg,1
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/2729.jpg,../../data/train_2/2446.jpg,1
../../data/train_1/1941.jpg,../../data/train_2/21680.jpg,1
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_1/102521.jpg,../../data/train_1/15071.jpg,1
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/26996.jpg,../../data/train_2/24137.jpg,1
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/28714.jpg,../../data/train_1/18507.jpg,1
../../data/train_2/29350.jpg,../../data/train_2/25318.jpg,1
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_1/19984.jpg,../../data/train_2/24188.jpg,1
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/20749.jpg,../../data/train_1/16374.jpg,1
../../data/train_1/19220.jpg,../../data/train_1/10910.jpg,1
../../data/train_1/17343.jpg,../../data/train_1/10397.jpg,1
../../data/train_1/1474.jpg,../../data/train_1/101350.jpg,1
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_1/15959.jpg,../../data/train_1/1970.jpg,1
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/21821.jpg,../../data/train_1/17119.jpg,1
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_1/14594.jpg,../../data/train_1/100840.jpg,1
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23623.jpg,../../data/train_2/23290.jpg,1
../../data/train_1/19395.jpg,../../data/train_2/26987.jpg,1
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/20558.jpg,../../data/train_2/24187.jpg,1
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/20417.jpg,../../data/train_1/1241.jpg,1
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_1/14212.jpg,../../data/train_1/19516.jpg,1
../../data/train_1/11714.jpg,../../data/train_2/23030.jpg,1
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_1/11105.jpg,../../data/train_1/10984.jpg,1
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/22027.jpg,../../data/train_1/100939.jpg,1
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_1/11510.jpg,../../data/train_1/15159.jpg,1
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_1/1237.jpg,../../data/train_2/29299.jpg,1
../../data/train_1/1456.jpg,../../data/train_1/11643.jpg,1
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_1/16547.jpg,../../data/train_1/101755.jpg,1
../../data/train_2/29750.jpg,../../data/train_1/11650.jpg,1
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/25445.jpg,../../data/train_2/28502.jpg,1
../../data/train_2/20064.jpg,../../data/train_1/11135.jpg,1
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/2239.jpg,../../data/train_1/18717.jpg,1
../../data/train_1/101476.jpg,../../data/train_2/22408.jpg,1
../../data/train_1/13159.jpg,../../data/train_1/14234.jpg,1
../../data/train_2/25014.jpg,../../data/train_1/101345.jpg,1
../../data/train_2/21379.jpg,../../data/train_1/1343.jpg,1
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_1/194.jpg,../../data/train_2/2107.jpg,1
../../data/train_1/100978.jpg,../../data/train_2/2156.jpg,1
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_1/12732.jpg,../../data/train_1/101994.jpg,1
../../data/train_2/21031.jpg,../../data/train_1/13507.jpg,1
../../data/train_2/28164.jpg,../../data/train_2/20470.jpg,1
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_1/19739.jpg,../../data/train_2/21618.jpg,1
../../data/train_2/27760.jpg,../../data/train_1/18770.jpg,1
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_1/103246.jpg,../../data/train_2/23915.jpg,1
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_1/19548.jpg,../../data/train_1/1236.jpg,1
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_1/1708.jpg,../../data/train_1/16931.jpg,1
../../data/train_1/16538.jpg,../../data/train_2/22903.jpg,1
../../data/train_2/2362.jpg,../../data/train_2/29760.jpg,1
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/25156.jpg,../../data/train_1/17754.jpg,1
../../data/train_2/21596.jpg,../../data/train_1/100179.jpg,1
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
../../data/train_2/23344.jpg,../../data/train_1/18281.jpg,0
